Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
194.4792157069018,0.0,100.13974404655944,176.2088615296765,7.516284111143259,1001.0853577916453,926.66843132891,101.43580234063161,43.05072025489025
199.8622679879631,0.0,98.95647680647444,173.6307375955794,7.787404971494053,984.0055643027362,906.6852600864645,13.921832025979924,24.347974245413305
354.7087709897249,187.22271994249664,0.0,173.5758881973967,11.79920315015459,940.5160184012271,747.1364611359859,7.0473911349247444,57.638453500341356
178.31203729324525,93.69676552305684,165.4192838236534,174.56732449410077,9.861032217036092,1023.193506476118,766.3849906676121,55.31286458439594,50.51592282345434
143.99583818124606,0.0,171.1956358029583,159.48194082528144,17.592225661542567,920.4414658030139,886.5981020725046,28.578275515244883,15.605910403232816
169.93034758768408,49.68256153877225,172.69396066797182,161.1375255156725,6.55685620745479,980.884014117248,816.5968322646061,98.39523605742927,58.86476126359749
239.2639216846991,179.62368898192625,97.61353521600554,160.18371436370984,9.70690291774021,888.1524241315482,805.4619409530554,28.932857642522986,66.06490265612169
394.3890670647698,0.0,134.99169472641324,164.69338396465068,19.18630278996947,917.137051414623,774.686707993383,27.685729954068844,55.94944601233174
151.91769974432054,148.9867335682139,114.12629794280704,221.0003782793973,10.318476154698017,953.58977821096,653.8972967147402,25.821181225044096,15.128027707459786
371.92810582932543,181.24213831258456,0.0,176.7969869650166,9.738648636487271,871.4933587478159,758.6599110211188,28.219272265257246,59.93805580375149
257.6096090787397,115.18424051665001,0.0,237.4235717073145,0.0,896.0934809166556,654.0189369998883,27.144947633373533,47.00605986193015
267.99473464350274,118.91064806942776,0.0,168.1688801776659,6.951780273572156,946.1926793389262,786.6187626556583,28.47679891027579,39.32019068700766
352.4430336994477,188.23483514129458,0.0,160.8837659210322,12.267505362352551,958.8216040568067,796.9501698078102,2.8773404318413114,34.53022235488896
197.41407571691826,0.0,103.3962431765213,161.61684675207013,7.655224235451754,1102.8959619192099,889.6094738417055,27.966782535676035,26.07153751785303
319.91729337834204,0.0,0.0,197.76625247475815,0.0,962.64572994702,871.6364565629952,6.683850809098026,15.311973089100729
262.23862200688654,103.84682684597696,74.974691417651,176.36647219140104,9.883605282626034,912.2857982236662,739.8057818266005,28.363115400161373,50.58129372637397
378.74433202760105,185.70939527344515,0.0,158.6093321234544,11.51923508625064,930.3128921441692,708.5690075367053,56.5401288393217,78.00044583587703
185.11624386655205,127.01699482399204,120.57429028152434,182.2052161197328,3.6117896296167173,999.139081229566,780.6357287830821,14.408917151049383,33.09468356240917
291.2287690071279,0.0,0.0,196.2799984465922,0.0,896.8743383983573,898.6772740199538,91.5177557915732,32.104012878336334
378.1717698250009,0.0,0.0,180.24587274029957,0.0,978.9172234277324,759.8755124200761,13.62128985924113,27.49924804136384
178.34597279985394,132.26273686993332,118.93979542994919,180.57756890796747,3.704521375034122,956.6864800738119,725.7896200812809,13.849783858529056,35.589708770443764
242.6651686603431,0.0,94.31973534497992,160.9142635568191,12.971287462766428,954.8297970667275,901.06908337868,103.15887521601248,53.92810342344779
249.06326770922257,0.0,0.0,189.37430283583035,0.0,1134.4021205022439,754.1385457223269,27.59235104591447,19.52572340478838
263.0798574795627,0.0,0.0,194.48286738251244,0.0,1024.9807724526138,893.5700291809452,28.329503398280107,25.31875372130892
175.5559471362003,0.0,163.88085156559418,176.14238410078278,8.119787379413156,1027.5602901075088,815.7874872260834,13.35392918513237,22.66774630717149
364.69375748951506,187.2312944354053,0.0,164.14488734571592,11.575993170563086,930.147952437097,772.7676754292413,56.22587537392708,76.95703710885563
259.9476676957184,0.0,120.73992057817372,186.76108608141004,5.959823995031328,1033.6616242010302,759.1334203227024,2.9516407261598765,17.248160803440204
289.22845214451644,130.97531460440842,0.0,184.87733191744263,5.825586925972032,922.886618979933,778.8944372587197,26.732121364872246,46.26433648491851
462.6054017819908,0.0,0.0,194.1844399703703,0.0,966.4703887183177,731.6724783896916,88.66688382962846,52.96979992721679
243.91624136441433,0.0,122.10373029886324,142.41826277107194,12.733018707353613,1117.3995015859166,779.5096355307852,2.9807195003490023,23.44873382484515
142.2455296704744,131.14303709915654,99.46036148335348,177.1852745645608,6.816253189918855,912.6908939638248,795.0675347450427,26.721286299624538,25.92251400217527
439.2002133531595,181.08225484859918,0.0,183.33697832293115,11.032862508360994,913.4387145524423,716.4807901639523,55.83025663401305,67.6878666374511
259.85189597598503,182.15506050534697,93.79890900975256,158.13613537267508,9.531109149776421,878.6352663076083,758.3623978125904,27.95559150689779,68.92641947530171
517.3757910691118,0.0,0.0,190.56453069878393,0.0,1093.8550131397617,618.860918396225,27.904625115053243,57.392312780626256
509.3981861512922,0.0,0.0,190.9353004273231,0.0,901.7515867040479,693.2770558699971,88.18184216898996,53.74956064820088
468.5148151672405,113.06385826115657,0.0,131.70338751782333,33.93771658435384,811.7574221508959,877.7344875437406,28.122013849324503,68.63271044629136
498.2095020199308,0.0,0.0,143.10265560721479,3.9052548845872406,963.6709559245033,852.3590252139807,27.238969633815767,69.68502208256947
264.1846958141582,167.41206836825504,0.0,183.73735211822384,0.0,1034.8448100825951,753.7290265984753,7.092384380018586,17.296789788593127
374.2279531842408,0.0,0.0,171.2848654170591,0.0,1064.6264191806042,753.2984932426954,28.141890684003066,38.73362922404668
314.4131559803462,207.58823740048402,0.0,158.46529765711276,13.984858632535422,867.9656085490709,843.1661031703383,27.97383010723074,53.031277690581845
309.01959412144106,0.0,92.85106811686822,165.8303345692716,9.107210692431162,925.2766156737342,842.8764490039893,27.822596979689806,40.20981585398059
169.97074080558554,188.31694790933363,197.76557129892353,185.0832817873542,7.436803362734997,895.3560291015358,668.1768381257193,26.926176968440533,22.891843702543802
99.63652714243182,156.94972128456,0.0,186.9374927696629,0.0,869.1098876252752,929.1879136394641,3.0417325569511955,4.364365409591467
233.51418909536304,0.0,0.0,184.46501386239873,0.0,1074.8351179939154,786.0808438289663,29.443358777187566,17.514170477660404
216.4706078999198,95.30891582545587,24.190778395634553,177.2387468004121,6.656795163229188,1119.9841832019113,770.9124343180852,101.44524028355953,49.119052567728566
172.4557413267655,91.64794365486306,158.62805602386405,178.02696330728836,9.992945722161307,994.2875506078165,774.758687157024,56.467532580818315,48.65191426006472
366.55718060378825,19.278529435843105,148.96590412115995,146.17964775912773,11.13226900487806,960.2403433696255,837.8183492297507,2.8633307760327615,24.58627555190964
165.14133579198182,251.30183082560683,0.0,204.5027735040073,0.0,1043.1315308441576,675.7745355485422,7.041370133799221,15.523592747293664
131.67593753054763,210.37626445846848,161.92011297625746,187.06052779863865,5.413073313284306,845.8478084445021,728.6362524398512,29.430412487480936,35.329769028106675
206.21791843098472,53.35258096751573,115.41298272219623,164.17804106447966,9.933808113779207,1000.3541534277999,795.6648310863203,13.450813138870394,38.00775841551678
157.83890138203088,147.82460635287512,191.44272967240082,187.07633526807965,8.08203854334602,955.6465826303805,595.8097419546397,28.90063269199915,25.00825344497473
303.9850498311185,0.0,116.86677732547099,163.4622759546653,9.74398064920833,1026.62311928241,737.8608218971764,2.866982765758113,22.72480667899539
240.85778802640493,0.0,0.0,196.05727573222993,0.0,1099.083725719104,769.781358979737,6.5277864959263825,11.858684173105082
259.4897583509428,0.0,0.0,186.8855128507418,0.0,1143.4837617401192,837.6810019402085,7.022910584377067,11.928621917110792
339.45662090641457,171.23851177187015,0.0,175.09950113484808,8.89696355284075,889.1392846384507,777.2996198136857,26.488688680854917,61.444550927385876
375.7689795077701,0.0,0.0,190.2301864522273,0.0,964.8352749625672,741.9721840193648,27.525847791264837,32.35245202381261
470.50187417610834,0.0,0.0,203.94273412030154,0.0,1098.4337517410765,623.1388792829869,273.1986286333283,58.523436833840094
141.9028494719742,210.13811640244236,0.0,186.66639358236614,0.0,999.2397350031337,758.8864321063206,180.06458279431823,45.32643149702044
204.4521674697948,0.0,173.22349966837015,160.11424265637723,10.29004992993696,1062.9932678461646,799.9218598520059,13.853892615393047,32.61044611447463
181.85485483279083,46.127895326351045,118.47943141913211,173.1622234466461,8.689302895309691,1024.8251103638004,796.5783027045192,97.99711363664451,49.10190111316338
323.7394683323209,17.61609142114168,173.94474017532602,166.84726378368296,17.31167858100377,1006.1898828705536,629.8768292022122,27.74942175305204,46.06500983578545
400.90978786173173,0.0,0.0,198.2988469556801,0.0,1052.5750030061286,701.216324773976,28.01064527634916,37.0640205571949
164.23603393466655,0.0,161.70318738457917,183.91513821370353,4.654507088750799,986.0698930345701,815.0301656576737,14.194598229598052,24.73162087615656
393.0471465114857,0.0,131.96764769210404,156.05102844529765,20.092853584430053,921.406944789849,730.0033670342963,28.42783886264668,54.90211671387824
234.0466213893517,0.0,0.0,197.0430237160464,0.0,968.2937758509723,902.0709263121838,92.18778003090846,22.32781411481743
232.05939369915538,0.0,0.0,194.52376362505223,0.0,977.8543920238511,862.7172021896669,94.97830321361452,21.550019049430592
494.63617209317806,23.660919428740158,76.40997630855198,170.6646739378808,11.913186213917198,977.3382953775242,713.6804121102703,7.041072316167043,39.98230692897952
388.80876100793756,19.814096721483477,98.0372954476951,156.50560740083472,14.095557069007599,892.4813664772789,877.2689291699771,2.879637347086488,25.822339433838923
538.31735227855,0.0,0.0,173.07055964884046,0.0,1155.077862802851,604.5801606507465,177.96478651606589,72.81900999330587
311.8578864462744,200.86275048848623,0.0,188.71815934279454,0.0,908.7648162046282,634.1322398118864,28.942976569168938,42.59251443346297
186.81912191195062,201.26640687868317,0.0,225.90255015212333,0.0,953.1567592621386,688.9999332677085,28.669124672654398,41.70733495820311
394.5374290278639,93.89458558069235,0.0,225.618274188625,0.0,946.4265509007441,572.9591446143129,356.6359913134186,44.71102944727815
174.5332745360787,47.266683721965805,126.02315739936573,166.7578008422251,7.979683949593021,1086.8854684278165,770.2041279431545,51.89900059494727,41.481594317349256
533.0499834973471,0.0,0.0,144.0516607525616,28.351147509332627,829.766916883313,872.6133556917365,3.1083967118557227,40.16572949964328
210.83771034335498,95.78826101966337,24.531688546417797,179.71504407099806,7.104720057129005,1082.1980548019555,787.6766024116718,56.05254968068495,51.015123712500696
167.15387710596886,40.91067167792582,163.00911092998194,122.75367285910319,5.558885345938904,997.8527519637901,771.6678307735708,54.862539008969506,33.342672443390846
141.48619791648963,131.82081541823533,102.97847208208306,201.12324394819163,7.174897693148487,903.1205063320575,724.6312412806955,28.907643395630526,36.47789125680869
291.08422833960316,0.0,121.43469921167684,213.2802025900177,10.327102619508965,845.0628716120675,759.734622153435,28.756507821920167,23.08989228452674
336.9913594082098,0.0,0.0,201.87867777198403,0.0,984.8767603287259,841.5138993976567,27.688737883915486,26.918909535753876
152.58867220968526,140.82608052698203,110.47866605639742,193.0196870749694,5.9654773093967535,927.4262305545657,788.8565845351991,27.492283663410436,23.488842959403698
289.51245405520285,0.0,0.0,197.401469054489,0.0,991.0129369976198,866.900645385415,2.994169123148067,12.808158906975786
265.45551055315815,109.18452496550566,0.0,227.45662654588992,0.0,918.9554317667821,656.3965252852482,371.78784327278254,50.855836016526744
282.8224897073001,0.0,105.80150961710373,208.87259727506273,11.216985773315242,871.4318113356771,706.9896388807191,28.451821544234853,32.43086293008712
166.15312491388914,0.0,211.11115496892788,181.92256444404717,13.646575464404469,844.2595416531772,878.5131650662499,27.42981458085734,15.030530882370734
226.08892400711696,0.0,173.08403227886134,148.4912377964334,11.892028479148502,1076.6280947752466,789.0303022866773,99.49297706002186,58.50972207675154
189.55177605469584,121.85302629404471,0.0,184.6189962765375,0.0,1107.2302812922035,750.2183923706441,26.817796138840787,17.282719101927174
190.07828004207127,0.0,122.20039218863909,169.33321414690303,7.717944864140671,1118.603295019732,778.7240210238464,2.9209736415821244,14.956268886545896
168.5204758866098,124.41662290041788,126.80964839345526,179.9190956536935,7.557877636979782,1027.986436327527,739.9909294615695,28.171892387596678,42.39121380297356
345.56010665845764,0.0,0.0,200.2841571253618,0.0,994.6742510651605,824.6344483731824,94.62429723301159,39.4807268808139
369.4708622028957,180.8029989334984,0.0,163.96653605925914,9.570449170257305,904.9358110848752,750.3970491217699,2.896867266076117,34.971641795120306
289.5400958722533,0.0,97.16426219565452,166.04741725889474,8.826541443926132,948.4556193611986,857.05797075311,99.32024456774666,47.943254102081454
110.22813868635339,164.878071429284,0.0,198.7069176280659,0.0,930.652678591872,874.1489169470457,2.965695241847905,2.292369088302242
536.9405119688664,0.0,0.0,178.44033544510694,0.0,1045.006208196092,604.1097464151577,27.765042752056097,65.50196632323143
436.07166055584923,46.7039260403566,0.0,244.4790578565636,0.0,961.8760661135458,575.3220209576587,7.0176390615119555,34.2537589051442
140.34379529417836,133.07431379054378,100.9546137168984,196.3232477791933,6.756091589757849,917.5586898068842,750.5989616046597,27.755904302989666,36.09076718350029
465.9783783963346,0.0,0.0,159.12462038502724,11.44711498112883,1008.1691887960382,741.0787883474701,29.52131235150679,78.04676227282015
270.08594065706836,0.0,120.6293348817902,158.6149745773388,9.90547205099593,1038.8232912241995,765.5356761144001,53.62015543586807,56.72475390558256
220.68363754091646,99.66272612909614,23.952932016757984,176.8880758597183,6.917165911023678,1029.5415972298858,767.7737549621074,13.512214250623868,30.200952824339716
390.8697393578028,188.22826341609994,0.0,146.0255110889483,21.830861775560294,978.3911123640402,751.1458203577129,29.068114267372902,73.49549720465751
365.7306675727047,192.86978494096195,0.0,185.76850578274406,6.513617268864851,888.5940224893724,759.184758555834,27.301524046429243,65.60400450782973
153.47001758956006,0.0,109.46683962172939,184.32931483673076,7.938319724474527,983.1493482923898,845.698603155574,26.078504477134075,11.933991187037773
168.6494735687037,117.7055816920158,0.0,190.18616730319582,0.0,1019.3184222312668,822.3858272664436,7.238011346768508,11.493067670453705
222.76568495516108,0.0,119.4225308921502,173.3116109955166,6.634763270772,1083.8183031643175,797.7857114446291,26.416143830479662,34.507047635185195
189.27883623106993,292.0980907374251,0.0,185.5558030315254,0.0,1036.943155931446,689.7584982024008,26.942841424513464,33.07627903769728
284.8775607734264,109.47818389144736,89.93144382526116,183.31623302621085,8.653139010903317,847.249176992257,757.3327472310759,28.602926771499497,45.43680224034829
171.03562688168086,94.64389979065814,163.86546033780385,166.14676550943545,9.177188131163035,994.4084725675103,732.6081159051026,3.0929415528127664,16.011383928572005
152.58951333168704,178.74975298432605,0.0,203.06851739638347,9.472618696900934,896.8389803495248,874.7517974081055,26.43405978270186,25.52534499647188
367.42195984998415,194.4948490416059,0.0,163.3246315107777,11.87242211990976,888.5108306261561,774.7269503985829,6.639737653349809,56.07424850487479
540.9509406079352,0.0,0.0,198.79442676996183,0.0,1110.9115621990038,618.903687800983,7.114665131807979,32.99602879160575
206.38132277500566,136.44960099769335,0.0,178.01996459139366,0.0,1118.0844503786077,757.5865615655548,7.087664338444622,11.317080853074863
239.0108590219038,0.0,121.37590627135702,174.09028848856832,6.736922989015544,1000.6145151813799,799.5409843047564,103.77217724911532,47.37165391762557
206.0990044266056,130.7439549999531,0.0,186.02466219788118,0.0,1021.9415612965169,822.8297167716548,91.02992968851025,38.213284757071904
396.3317793050644,189.4812962259756,0.0,162.01703407086353,10.271837239943922,919.2531535746369,746.1399815120208,2.963916264042463,34.78861227203241
274.35647857463664,110.33478932158357,87.00429872907465,194.71722377675124,5.019497947261758,929.1616607190962,754.297167825509,27.224634935189126,31.347509395421323
303.01397297696366,74.14831929763498,0.0,224.73833441195623,0.0,938.0158754833982,676.4595023578146,169.04866957680923,52.10183169599446
158.9454737859584,187.43211128170682,151.71899157755638,184.11424943654174,18.056340998360724,824.5997911882685,797.9710840080612,28.11913943491081,34.0168142731193
213.29138144515085,53.86095390842586,119.99021600848391,158.86895254349167,9.533132218405166,984.7823935962672,765.7477019727378,14.143830688710784,36.91135356899954
510.9601755524865,0.0,0.0,185.92722525616765,0.0,957.2242604857657,698.5614467502497,90.95117766382499,55.293699629889375
334.86072985232704,0.0,140.48118840625818,208.44853418182555,10.905101284711243,742.9041544747106,800.2624104431925,28.5076833542358,39.6683186567645
264.82938583154856,113.84331971320357,86.85110238947443,199.12476551955916,6.24806839325219,810.0122029549298,799.9437352567375,26.79021418959885,42.203797327253824
322.5600711257053,0.0,0.0,181.2064259340091,7.885335761162226,1015.3975040727952,780.0408828086815,28.22255287846807,26.691073710778223
174.61190107030714,0.0,170.21888877201226,166.01923782251026,7.842063294964932,1040.688424296741,774.2200032286703,98.33707290506678,44.91328675220681
346.93890298294156,0.0,0.0,180.09826457977056,0.0,1056.0802853731427,785.5079218953615,2.8414094824118563,15.22388653190823
398.2324940028742,0.0,0.0,182.97926161292693,0.0,1034.0333003847218,744.1958688030213,7.4002143436513315,30.214521738197146
363.162137905622,193.75634330487932,0.0,174.36868080386057,10.694694123201923,965.1117518775566,751.6218501379755,2.8628607663230317,35.85883393742206
147.18213029908665,0.0,134.37687353112813,157.33944894645046,15.453821992639861,955.8502076099247,849.5620669799881,29.099312167456702,17.698209194822937
207.58669462953915,142.66756492062308,0.0,204.23518176717107,0.0,953.7680593021407,766.1148391319635,27.824490767574147,34.324078101896255
194.17772902431653,188.78413291983935,0.0,230.6535140797071,0.0,952.68017161487,667.3837022289183,27.45279155093078,40.93518640951586
210.4473281718624,0.0,172.3231837646689,159.95490498789326,11.89960277949173,1035.6596995510904,798.1844930171653,27.521281712499416,44.51725232282167
385.31849486336057,19.569692807613176,94.79436876045291,157.73060270066193,11.979774343684898,949.4605753568217,855.2056437898214,6.829379959213758,41.44333164985045
202.2965382441628,141.88710247163047,0.0,200.87045155789082,0.0,945.0773279535509,827.3817513718035,3.1097434548221283,10.849061392223746
181.89366485207887,130.46220377671224,120.05412299513162,181.0115014489582,3.466393553891904,997.3232079771486,746.6073340859675,3.099205698785937,21.28099013016425
291.1468105306461,204.3198611377976,0.0,150.65644699723822,10.531563464453676,968.131792270339,811.544459400229,88.07031685921552,78.32747843474358
265.7647573308918,181.7136354396185,118.89599862476568,163.97709268405555,10.32204275789425,813.096572603264,747.0349120608082,27.81096746696308,74.25614703106136
378.92473701245217,190.04979824307011,0.0,169.20620678600517,11.35558335982869,996.9426150082114,730.364529578369,93.06831134052076,80.09625536525238
275.0007084239593,0.0,123.81881953890635,162.31514912785988,10.053802902800838,1125.530646731792,743.0532868713669,29.050068920751404,49.73881756770616
366.9315205167591,0.0,0.0,184.26907185460246,0.0,1027.4264027606866,799.2572270069286,6.994678732593386,26.270994415160118
335.19445617404256,0.0,0.0,188.9416743372116,3.0358077567809527,943.971512549889,773.8807625401414,27.94406586307239,45.61952464632543
572.8365479486855,0.0,0.0,165.69309841531262,0.0,1156.1668357789574,616.5523644379837,13.874061940522681,62.49772758444057
167.8288934599512,45.00603666621334,125.17754088990844,146.4216238692631,10.75735395931242,1120.27624681344,804.1749860214371,94.76921832291956,48.22973679314043
370.02110547038995,17.371745921899443,156.18437079096188,170.2850354606065,20.165092373816396,909.1514393869143,655.4767344354767,28.8396455267889,53.228682891685395
332.2152314396334,0.0,0.0,195.23670636859862,0.0,1081.3125958563264,815.7682788322761,6.888179679624757,9.035592079630169
355.27110202455367,19.013268385588834,145.1921815604522,150.14932354726503,11.262593968805506,970.2905196156464,798.7719285368331,6.923332260278474,39.02405341550341
183.88994391330016,130.3139912540816,119.79572480174355,189.21462549703344,3.546549988738866,989.9327907890681,742.6712042801718,14.484747954905984,35.58327679245099
171.8422332414858,43.658139441227036,166.1211483959576,120.12226514682504,5.762387842119711,1026.4536038353856,764.1364836210901,14.134789307994934,18.655885187545763
358.50501904472145,0.0,0.0,209.08479894033064,0.0,1027.2048346328627,769.5010114170652,28.0400602938299,32.39518937660834
199.56320587029265,0.0,101.32597673204457,163.88794787306577,7.559428682817654,993.7824528671451,910.3651672394675,100.21261295549381,36.41263750573948
531.6663010944852,0.0,0.0,180.92126051026585,0.0,1175.8498261685822,589.893127947564,90.40362874484349,71.56695412638999
300.4309446941308,138.6813179155066,0.0,211.77299095005324,6.149951969424671,922.2631844768373,710.2725420253431,28.993731450757387,32.70536176367492
297.8943051665559,0.0,108.54966686169021,160.93923925795343,12.574481087759505,1000.5644113916337,807.2633475981739,28.484396935978626,36.58061938263258
492.44888458761204,26.592129756008163,125.35116994195819,214.26614315004707,3.8993853792579776,895.4506126817847,722.7278761770702,56.207207972654125,60.79488547633201
199.73251893839043,277.24183059536944,0.0,185.90202347406424,0.0,946.6161475497917,741.978264671571,2.9903566540925417,12.593523484891735
333.22669197253896,0.0,0.0,194.0384640870879,0.0,967.1236911330074,854.7577021621059,359.7241872717467,39.99127671315423
153.1525206837418,0.0,145.3414314364678,180.6976122676093,8.822004172468898,884.3078909392069,863.045387644245,27.16902026788163,10.406379934533472
382.2253585290148,91.04840288474861,0.0,127.15370321172789,23.48032144268674,860.1699047912196,974.7086999255941,89.66957403204873,64.37337995651546
209.00990021909814,96.8396668749488,24.40201476390867,174.96004219501475,7.02784518356445,1038.9839002543006,727.3706270271273,13.424968982620276,30.45820498066612
308.0787470955732,0.0,117.0153049101623,168.31573798466545,9.371657335638066,1026.006710237753,786.1398678924494,55.54815596725884,50.688223571796485
272.9050714601144,0.0,0.0,194.4214009062127,0.0,1024.851652509079,903.2500799333602,2.9887892089906063,10.796049644612355
133.68592547171792,205.1081497448777,0.0,189.78222570945672,0.0,948.7006058453819,863.7675103949349,28.321702000941446,26.035939677830203
219.14863547879804,0.0,182.3019831630912,155.81736460714606,10.210232033529286,1033.341077299889,782.3502263530748,56.28658668193161,46.28807892206586
365.5958689712901,18.62451702210913,136.86163216029897,158.4586174427262,10.595123336845676,952.2370615714342,778.0004625911616,6.979535660956589,39.09704580699614
318.12905410475577,253.22297626971542,0.0,172.7757733684084,8.039967644606318,1016.4613305887772,592.4175404093705,3.0228862130912875,29.449921262216673
132.78347605042165,204.00551010413406,0.0,195.5630401563296,0.0,881.4632938166533,847.5742681311119,2.8710932528753044,6.756461692312668
391.99062686709766,99.28008598522506,0.0,161.739328500033,12.680275208338138,892.688248627153,890.6041902120952,56.520767704077905,57.75695299197329
289.8520218990851,0.0,0.0,193.32996983389225,0.0,901.4553369832547,876.6714721211567,95.60540414301107,31.12417132861424
145.45984570779675,166.71039605234867,137.7904163797666,191.3724210770425,8.262939988997102,959.3170150762475,651.1400026896881,28.814295448332516,29.11962019889092
429.44854230446134,21.708792172565886,127.76074316810747,173.5179428273064,8.202346052941976,860.1492833040338,742.7204512284239,3.057977807816266,31.76639413104142
431.61837228650705,108.1667953359458,0.0,152.36573960662616,18.510391651242468,929.729834231638,803.6893447292198,6.840701157631038,47.31300808167407
318.5691969883087,0.0,0.0,191.69526507810622,0.0,967.5372910530765,868.1583326650492,3.0590142076297835,9.909752989064279
366.7294998446555,89.90143778768055,0.0,131.62700183570027,24.03459629467177,829.4661044349444,1003.5663989192063,28.753076665450173,54.631208418564526
137.91705422247585,195.6491800587085,99.01429588441523,199.83920717518654,6.030003298476345,832.6622269256615,790.6321179067368,28.423238993912033,25.314617467912925
141.54857882182324,180.7971848396226,0.0,170.65288871109973,2.2317281390434123,955.6835830433032,843.9083064819755,29.55036577361639,26.899782788126092
239.6382549876924,86.94878331816656,73.63227506886913,238.32539736258204,5.971540471201177,854.2452572749274,662.0230883679191,27.11934765716754,29.800582612585572
216.28486466976395,53.18626652640514,124.43267394310801,150.02668435098374,8.991163174930453,926.5673670143668,774.692436079894,3.0110453415022773,17.992852324395756
330.88570238505207,0.0,0.0,209.38385641437776,0.0,954.8794780178158,796.5474401196277,92.6892062436462,33.51525217392698
173.640152041,46.295966528991684,116.51695965045991,177.4547221485304,7.850961388094327,1114.9059573342545,785.3369442813552,2.877316805696231,7.284713599472396
187.07357285832327,0.0,124.99584930539837,157.11082385750424,7.22524867888386,1099.3316345344201,811.1621857144066,2.9398387618887702,15.176819911307753
445.88056906799557,165.17837638702665,0.0,181.61951870230925,11.377400821488761,895.731535808634,737.0115239027296,58.23894413762746,68.800894294635
355.5106960182465,114.63593889882381,0.0,165.631276440992,8.93321914720164,1119.2245930972904,635.8205187644588,29.069240799693677,58.221052695041834
172.98152429482093,129.06340224911958,115.80144486151079,189.62821297048873,3.7019286838564454,1004.5910459391894,769.8245362470129,55.402113778058975,50.22078564870214
478.33428140814146,24.84369771479105,127.02120877032391,198.88468793263777,4.0147954518571325,828.4369083333187,718.068820852425,2.9761183338961907,30.187977136212254
382.60825764029033,19.556938825952106,97.49199042625428,156.48537011012777,13.919510225303844,968.6080415386431,901.2756796126098,56.130394338091065,50.24914103782831
394.60825262703736,21.73104170698835,121.66317794039684,187.56573178073708,8.49422827909552,919.6193612676597,764.0026983617066,2.9604519037300028,32.16034788183861
158.46376884901292,254.2139325446812,0.0,184.72761599860507,0.0,1034.5029168321487,706.0816456749866,27.802987289062376,21.309121972780492
232.25620475647756,0.0,0.0,194.66342849908892,0.0,956.8700161650314,851.1472911724009,89.64333199602304,22.659027876706716
279.988527794527,0.0,99.81121113967468,166.90248995947618,11.715117192345533,986.72669894386,874.675031451824,101.42490226838567,55.08640038806387
386.49348197212475,95.27703250204473,0.0,229.20050223985857,0.0,895.4040622903068,573.7813074631534,173.5752204784295,41.529254127461606
161.84141167465938,186.3601353162609,145.62799839895513,208.73352349401733,11.453551217131107,802.3800921259408,724.3034761221609,27.907752268915313,35.22141040504393
140.82522152362398,173.1452410610935,140.9484910719095,191.7093564260573,8.255509320482469,941.4163735111194,646.4462127405999,27.713020928008493,28.858872302227205
276.32134872261395,0.0,116.41468578926913,165.73576030162715,10.151204240852598,1013.864840484108,788.76615894583,55.602723783960656,55.18631528755086
148.82614097982076,103.66179585860519,0.0,190.07788576219792,0.0,899.3606549526456,955.7415389419189,89.06499682432936,24.747086870638245
140.58881262434107,0.0,174.3616412217408,156.64157814743183,18.507606410514732,926.712194635671,836.6136227065523,29.3355899057277,15.396843738841048
383.5404636435076,0.0,0.0,209.42614189856099,0.0,991.388102154855,776.5014798178079,100.44208043066665,44.319125907441894
339.5994756946434,269.28613120581196,0.0,181.23477702958587,8.224950353218109,1020.1190382402413,600.3817479261287,55.225357053286956,64.99016842184393
188.42558075844136,0.0,126.54997734163071,166.87968065975588,9.649439584836642,1096.8329206354354,790.1735719239197,2.9870575963078707,9.527562276493876
268.9536978029751,97.44119238991576,75.45382411087152,200.9326569778297,8.350338517943124,887.0199342459916,741.9469834691373,28.711432972712387,33.825499775421996
238.03401719964899,0.0,120.43871970981942,191.55661044327022,5.8532058588664935,1019.3868155605144,746.6216833790733,13.83769983456299,29.399870928130696
278.24605014044687,0.0,0.0,188.46125186169277,0.0,1118.7354748832956,756.1638569958915,27.918743919771057,22.133829465832044
478.1875958506785,0.0,0.0,201.19923671423018,0.0,923.6152355570138,738.2289288111931,2.8572585689029038,24.83268498679666
247.59157612731417,0.0,93.73834452828733,195.5913069624586,5.629186806983234,968.4102160916867,892.3160471506028,27.599434230929504,27.753226119803326
364.6021939859687,196.96359751694519,0.0,167.78385654000857,11.670621003173377,945.0301335846425,759.4538423041345,6.952388856645513,53.240284179010544
271.1365436619178,131.04931996883508,105.75403598593056,172.2822006129367,9.108310618536402,810.2735430407038,837.4543912954052,28.06937976418976,50.3470099756958
255.03158796886913,0.0,0.0,190.5161070222648,0.0,894.1464149028958,887.4609327842468,2.9660134910729643,8.120828693077454
104.34755816923973,153.3976150432243,0.0,193.3826446878551,0.0,918.1148641142968,914.5989190234219,90.74367609799195,26.31289519623851
156.71942697875522,166.74562785061403,123.16312728449059,193.86929817034587,8.145969734472539,926.5250512659369,640.4080420696928,28.83550809725587,27.837092273877726
